id	coin_name	current_price	symbol	currency	price	price_change_24h	marketcap	volume_24h	last_updated	volume_spike	date_added	exchange_id
2976	Four	3.508240604359	FORM	USD	3.508240604359	2.21733352	1339682209.9731	9740781.2878	2025-07-19 20:42:00	NULL	2023-02-22 12:30:00	1
2977	Ampleforth Governance Token	2.722534859391	FORTH	USD	2.722534859391	3.85787570	39050826.1913	3353205.9431	2025-07-19 20:41:00	NULL	2021-04-21 00:00:00	1
2978	Fuel Network	0.007599799586	FUEL	USD	0.007599799586	2.87845979	41074938.3526	3509602.8768	2025-07-19 20:42:00	NULL	2024-12-19 03:26:27	1
2979	Gala	0.019278820201	GALA	USD	0.019278820201	5.14117031	873874805.9491	136906676.3939	2025-07-19 20:42:00	NULL	2020-09-16 00:00:00	1
2980	Gas	3.319853506928	GAS	USD	3.319853506928	1.65416125	215765017.9938	9158530.7198	2025-07-19 20:42:00	NULL	2017-07-06 00:00:00	1
2981	Haedal Protocol	0.165567172220	HAEDAL	USD	0.165567172220	-18.74261771	35183024.0967	75844613.8648	2025-07-19 20:42:00	NULL	2025-04-29 10:59:51	1
2982	Heima	0.365456012484	HEI	USD	0.365456012484	13.60411779	28056063.9257	80340194.5756	2025-07-19 20:42:00	NULL	2025-02-12 06:52:06	1
2983	Highstreet	0.655871837980	HIGH	USD	0.655871837980	4.96208636	49662717.8961	6942020.2649	2025-07-19 20:42:00	NULL	2021-08-12 00:00:00	1
2984	Helium	3.771668555907	HNT	USD	3.771668555907	2.92339348	698687082.5381	18755361.7170	2025-07-19 20:41:00	NULL	2020-06-05 00:00:00	1
2985	Defi App	0.025475201122	HOME	USD	0.025475201122	1.02453222	69292547.0510	37955155.3592	2025-07-19 20:41:00	NULL	2025-03-26 08:40:47	1
2986	Internet Computer	5.801783235138	ICP	USD	5.801783235138	3.03365108	3109410462.0804	94475029.1058	2025-07-19 20:42:00	NULL	2021-03-23 00:00:00	1
2987	Initia	0.458204046592	INIT	USD	0.458204046592	8.42531665	73437092.9514	33375931.1594	2025-07-19 20:42:00	NULL	2025-04-17 09:02:11	1
2988	io.net	0.814063681870	IO	USD	0.814063681870	3.27107092	139889157.2728	28883627.4241	2025-07-19 20:42:00	NULL	2024-06-06 04:47:03	1
2989	Kaia	0.165400156696	KAIA	USD	0.165400156696	-0.88406987	1004318062.6274	44270806.6836	2025-07-19 20:42:00	NULL	2024-10-29 05:17:50	1
2990	Kusama	16.686384563467	KSM	USD	16.686384563467	3.13661678	280160281.4776	13146066.5300	2025-07-19 20:42:00	NULL	2019-12-12 00:00:00	1
2991	Chainlink	18.484107394014	LINK	USD	18.484107394014	6.21644339	12534072677.7269	665117846.0052	2025-07-19 20:42:00	NULL	2017-09-20 00:00:00	1
2992	LimeWire	0.091624098905	LMWR	USD	0.091624098905	0.58360277	32105514.1095	1627141.9052	2025-07-19 20:42:00	NULL	2023-04-17 05:39:22	1
2993	Livepeer	7.211692091895	LPT	USD	7.211692091895	1.09194237	306760717.0644	24725462.1609	2025-07-19 20:42:00	NULL	2018-12-19 00:00:00	1
2994	LUKSO	0.739623532015	LYX	USD	0.739623532015	-0.03731794	22585075.0854	407579.1266	2025-07-19 20:42:00	NULL	2020-05-25 00:00:00	1
2995	Treasure	0.175326776019	MAGIC	USD	0.175326776019	-1.18524116	53892888.6452	76425327.0711	2025-07-19 20:42:00	NULL	2021-11-18 11:20:24	1
2996	Mask Network	1.503652931718	MASK	USD	1.503652931718	5.85719034	150365293.1718	160057188.4904	2025-07-19 20:42:00	NULL	2021-02-21 00:00:00	1
2997	Michi	0.031632502365	MICHI	USD	0.031632502365	1.80063209	0.0000	894811.6620	2025-07-19 20:42:00	NULL	2024-06-28 13:48:09	1
2998	Mina	0.217266369602	MINA	USD	0.217266369602	4.02764406	269983952.0986	14535172.8448	2025-07-19 20:42:00	NULL	2021-03-02 00:00:00	1
2999	Moonriver	6.921264566332	MOVR	USD	6.921264566332	3.14683750	67647996.9104	5652293.8150	2025-07-19 20:41:00	NULL	2021-04-19 00:00:00	1
3000	Metal DAO	0.816595135105	MTL	USD	0.816595135105	2.45392947	70347455.4667	3544768.3276	2025-07-19 20:42:00	NULL	2017-07-09 00:00:00	1
3001	Neiro (First Neiro On Ethereum)	0.000555289239	NEIRO	USD	0.000555289239	5.17762410	233601667.6751	105657291.2122	2025-07-19 20:42:00	NULL	2024-08-01 17:05:30	1
3002	Nillion	0.320202556102	NIL	USD	0.320202556102	4.50603318	62487528.8234	12882780.1098	2025-07-19 20:42:00	NULL	2025-02-11 10:24:28	1
3003	Origin Protocol	0.062700370640	OGN	USD	0.062700370640	2.13644863	43574068.5010	9303913.5448	2025-07-19 20:42:00	NULL	2020-01-09 00:00:00	1
3004	Optimism	0.757374062011	OP	USD	0.757374062011	3.60402068	1327060848.5075	248929145.7281	2025-07-19 20:42:00	NULL	2022-05-31 16:19:46	1
3005	Particle Network	0.181879912037	PARTI	USD	0.181879912037	5.46722469	42378019.5046	19438053.9371	2025-07-19 20:41:00	NULL	2025-03-24 02:22:29	1
3006	Pendle	4.477764026242	PENDLE	USD	4.477764026242	3.43603301	738294221.1188	62720580.8031	2025-07-19 20:42:00	NULL	2021-04-29 00:00:00	1
3007	ConstitutionDAO	0.023141616457	PEOPLE	USD	0.023141616457	5.40060131	117099757.4198	51710211.9322	2025-07-19 20:42:00	NULL	2021-11-19 03:12:15	1
3008	Perpetual Protocol	0.278885746763	PERP	USD	0.278885746763	2.10069809	18407060.8290	6889795.6698	2025-07-19 20:42:00	NULL	2020-09-08 00:00:00	1
3009	Plume	0.108934709960	PLUME	USD	0.108934709960	4.66848972	217869419.9200	24121514.0882	2025-07-19 20:42:00	NULL	2025-01-20 17:00:10	1
3010	Popcat (SOL)	0.388940269314	POPCAT	USD	0.388940269314	7.11886845	381151034.3392	56452829.5539	2025-07-19 20:42:00	NULL	2023-12-20 18:16:41	1
3011	Prom	9.430266364343	PROM	USD	9.430266364343	-0.96283323	172102361.1493	5365445.9664	2025-07-19 20:41:00	NULL	2019-07-17 00:00:00	1
3012	Pundi X (New)	0.346114388251	PUNDIX	USD	0.346114388251	3.22075080	89431299.6050	5109830.6209	2025-07-19 20:42:00	NULL	2021-03-31 00:00:00	1
3013	Vulcan Forged (PYR)	1.139426232559	PYR	USD	1.139426232559	5.22863726	49302221.7510	4595926.6846	2025-07-19 20:42:00	NULL	2021-04-19 00:00:00	1
3014	Pyth Network	0.131891763976	PYTH	USD	0.131891763976	3.22333274	758375738.2529	48925841.3886	2025-07-19 20:42:00	NULL	2023-11-20 09:42:13	1
3015	QuarkChain	0.007588366588	QKC	USD	0.007588366588	1.34180438	54198019.5891	2797424.0764	2025-07-19 20:42:00	NULL	2018-06-04 00:00:00	1
3016	Rocket Pool	7.608530562885	RPL	USD	7.608530562885	5.05557038	163928479.3825	15117564.1217	2025-07-19 20:42:00	NULL	2018-07-17 00:00:00	1
3017	Reserve Rights	0.009606991872	RSR	USD	0.009606991872	7.79695330	564151486.2540	48967733.6002	2025-07-19 20:42:00	NULL	2019-05-24 00:00:00	1
3018	Scroll	0.334668650913	SCR	USD	0.334668650913	4.79171643	63587043.6735	10160849.0558	2025-07-19 20:42:00	NULL	2024-07-04 07:08:51	1
3019	Shiba Inu	0.000014946218	SHIB	USD	0.000014946218	4.56026269	8807012166.3285	461267496.4004	2025-07-19 20:42:00	NULL	2020-08-01 00:00:00	1
3020	SKALE	0.023454920282	SKL	USD	0.023454920282	3.79263645	138902446.0491	10147531.1226	2025-07-19 20:42:00	NULL	2020-06-12 00:00:00	1
3021	SPX6900	1.819962939769	SPX	USD	1.819962939769	10.33296031	1694372921.1087	78766547.4279	2025-07-19 20:41:00	NULL	2023-08-17 10:00:00	1
3022	Stratis [New]	0.051205695580	STRAX	USD	0.051205695580	1.44720528	101721675.4633	7334767.3400	2025-07-19 20:41:00	NULL	2016-08-12 00:00:00	1
3023	SushiSwap	0.985427014910	SUSHI	USD	0.985427014910	12.03810818	271333543.1074	298814315.1201	2025-07-19 20:42:00	NULL	2020-08-28 00:00:00	1
3024	THENA	0.425623846949	THE	USD	0.425623846949	3.97715186	45730502.2301	85257922.0760	2025-07-19 20:42:00	NULL	2023-01-06 07:00:00	1
3025	Alien Worlds	0.005656340583	TLM	USD	0.005656340583	3.76469260	34103470.3445	8578822.7965	2025-07-19 20:42:00	NULL	2021-04-06 00:00:00	1
3026	Tellor	43.155944924662	TRB	USD	43.155944924662	3.92381642	115999511.7022	30452726.6870	2025-07-19 20:42:00	NULL	2019-11-19 00:00:00	1
3027	TRON	0.320500763598	TRX	USD	0.320500763598	-0.55687765	30365382140.4018	1225501928.0265	2025-07-19 20:42:00	NULL	2017-09-13 00:00:00	1
3028	Velo	0.018428146409	VELO	USD	0.018428146409	-0.85327247	136192766.2957	28639984.5547	2025-07-19 20:42:00	NULL	2020-09-21 00:00:00	1
3029	VeChain	0.027540142493	VET	USD	0.027540142493	3.79928469	2368040286.2715	63554754.5392	2025-07-19 20:42:00	NULL	2017-08-22 00:00:00	1
3030	VeThor Token	0.002145227908	VTHO	USD	0.002145227908	3.06452651	197170652.8565	4996696.0169	2025-07-19 20:41:00	NULL	2018-07-30 00:00:00	1
3031	dogwifhat	1.081177186122	WIF	USD	1.081177186122	10.06790109	1079923221.3209	397837554.0478	2025-07-19 20:41:00	NULL	2023-12-19 09:08:50	1
3032	Worldcoin	1.156084305086	WLD	USD	1.156084305086	4.26439030	2015069287.5661	212779869.3767	2025-07-19 20:41:00	NULL	2021-10-28 15:31:43	1
3033	Xai	0.063940866655	XAI	USD	0.063940866655	6.17667246	108010342.2512	16330818.4626	2025-07-19 20:42:00	NULL	2024-01-09 15:55:00	1
3034	XION	0.998194107675	XION	USD	0.998194107675	-0.68180512	37279545.3848	5976596.2675	2025-07-19 20:41:00	NULL	2024-12-05 11:30:10	1
3035	Yield Guild Games	0.186059292415	YGG	USD	0.186059292415	3.39440414	98530402.2602	19711750.8867	2025-07-19 20:42:00	NULL	2021-06-28 00:00:00	1
3036	Horizen	9.322931140557	ZEN	USD	9.322931140557	4.08345698	150488831.6163	10393258.6918	2025-07-19 20:42:00	NULL	2017-06-01 00:00:00	1
